,label,label_coarse,confidence,error
54,goldfish,fish,0.016361754,4.112808
55,goldfish,fish,0.5790622,0.5463457
56,goldfish,fish,0.5554448,0.587986
57,goldfish,fish,0.9874445,0.012635231
58,goldfish,fish,0.48884872,0.71570206
59,goldfish,fish,0.07802195,2.550765
60,goldfish,fish,0.916631,0.08705044
61,goldfish,fish,0.033222467,3.4045286
62,goldfish,fish,0.9918419,0.008191109
63,goldfish,fish,0.9896633,0.010390282
64,goldfish,fish,0.9975139,0.00248909
65,goldfish,fish,0.88691247,0.12000942
66,goldfish,fish,0.86921537,0.14016438
67,goldfish,fish,0.002899864,5.843091
68,goldfish,fish,0.9611575,0.039616585
69,goldfish,fish,0.8100523,0.21065617
70,goldfish,fish,0.7715901,0.25930214
71,goldfish,fish,0.98450124,0.015620232
72,goldfish,fish,0.99628556,0.0037212372
73,goldfish,fish,0.008460887,4.7723017
74,goldfish,fish,0.9929975,0.0070266724
75,goldfish,fish,0.8373768,0.1774807
76,goldfish,fish,0.995688,0.0043210983
77,goldfish,fish,0.14147227,1.9556513
78,goldfish,fish,0.9808848,0.01930046
79,goldfish,fish,0.41679388,0.8751631
80,goldfish,fish,0.06437889,2.7429695
81,goldfish,fish,0.8453591,0.16799355
82,goldfish,fish,0.99225146,0.0077791214
83,goldfish,fish,0.9088802,0.095541954
84,goldfish,fish,0.95418125,0.046901703
85,goldfish,fish,0.98032445,0.019871712
86,goldfish,fish,0.9877257,0.012350082
87,goldfish,fish,0.009606502,4.645315
88,goldfish,fish,0.27867383,1.2777138
89,goldfish,fish,0.82370085,0.19394779
90,goldfish,fish,0.9722054,0.028187752
91,goldfish,fish,0.038101315,3.2675066
92,goldfish,fish,0.65855753,0.41770363
93,goldfish,fish,0.8767584,0.13152409
94,goldfish,fish,0.9849749,0.015138626
95,goldfish,fish,0.97349757,0.026860237
96,goldfish,fish,0.83550394,0.17971992
97,goldfish,fish,0.96118283,0.039590836
98,goldfish,fish,0.9921616,0.00786972
99,goldfish,fish,0.7364963,0.30585098
100,great_white_shark,shark,0.9541055,0.046980858
101,great_white_shark,shark,0.93145496,0.07100773
102,great_white_shark,shark,0.6738749,0.39471054
103,great_white_shark,shark,0.7664889,0.26593494
104,great_white_shark,shark,0.6321597,0.4586134
105,great_white_shark,shark,0.3429909,1.0700512
106,great_white_shark,shark,0.80938923,0.21147537
107,great_white_shark,shark,0.011949578,4.427059
108,great_white_shark,shark,0.6422559,0.4427681
109,great_white_shark,shark,0.8154878,0.203969
110,great_white_shark,shark,0.8549264,0.15674019
111,great_white_shark,shark,0.76443285,0.26862144
112,great_white_shark,shark,0.010405694,4.565402
113,great_white_shark,shark,0.735504,0.30719948
114,great_white_shark,shark,0.65396,0.42470932
115,great_white_shark,shark,0.85959154,0.15129757
116,great_white_shark,shark,0.9507081,0.050548553
117,great_white_shark,shark,0.25825295,1.353816
118,great_white_shark,shark,0.48999262,0.7133646
119,great_white_shark,shark,0.82199484,0.19602108
120,great_white_shark,shark,0.92028683,0.0830698
121,great_white_shark,shark,0.90368384,0.101275444
122,great_white_shark,shark,0.5839407,0.53795624
123,great_white_shark,shark,0.855908,0.15559196
124,great_white_shark,shark,0.93762285,0.06440735
125,great_white_shark,shark,0.9437511,0.0578928
126,great_white_shark,shark,0.42410114,0.8577833
127,great_white_shark,shark,0.094023384,2.3642116
128,great_white_shark,shark,0.77196294,0.25881863
129,great_white_shark,shark,0.5498523,0.59810543
130,great_white_shark,shark,0.11357239,2.175315
131,great_white_shark,shark,0.8849314,0.122244835
132,great_white_shark,shark,0.83451307,0.18090725
133,great_white_shark,shark,0.5538908,0.5907879
134,great_white_shark,shark,0.7677736,0.2642603
135,great_white_shark,shark,0.8368532,0.17810631
136,great_white_shark,shark,0.94756305,0.053861618
137,great_white_shark,shark,0.6322641,0.4584484
138,great_white_shark,shark,0.9531532,0.047979355
139,great_white_shark,shark,0.22281747,1.5014019
140,great_white_shark,shark,0.77347696,0.25685978
141,great_white_shark,shark,0.8555484,0.15601254
142,great_white_shark,shark,0.9019252,0.1032238
143,great_white_shark,shark,0.105034806,2.2534637
144,great_white_shark,shark,0.95513624,0.0459013
145,great_white_shark,shark,0.019108426,3.9576254
146,great_white_shark,shark,0.12972495,2.0423384
147,great_white_shark,shark,0.53218114,0.63077164
148,great_white_shark,shark,0.8210361,0.19718838
149,great_white_shark,shark,0.6913294,0.36913872
150,tiger_shark,shark,0.8174923,0.20151424
151,tiger_shark,shark,0.77319604,0.25722313
152,tiger_shark,shark,0.36970845,0.9950409
153,tiger_shark,shark,0.57353,0.5559454
154,tiger_shark,shark,0.8212036,0.19698429
155,tiger_shark,shark,0.3400575,1.0786409
156,tiger_shark,shark,0.9202852,0.08307171
157,tiger_shark,shark,0.620968,0.47647572
158,tiger_shark,shark,0.08036973,2.5211182
159,tiger_shark,shark,0.9336488,0.068655014
160,tiger_shark,shark,0.7996321,0.22360325
161,tiger_shark,shark,0.6395357,0.4470129
162,tiger_shark,shark,0.07421545,2.6007829
163,tiger_shark,shark,0.733658,0.3097124
164,tiger_shark,shark,0.026084892,3.646399
165,tiger_shark,shark,0.4581148,0.78063583
166,tiger_shark,shark,0.06506186,2.732417
167,tiger_shark,shark,0.43814668,0.825202
168,tiger_shark,shark,0.83850855,0.1761303
169,tiger_shark,shark,0.26562387,1.325674
170,tiger_shark,shark,0.092137665,2.3844714
171,tiger_shark,shark,0.90543723,0.09933758
172,tiger_shark,shark,0.767148,0.26507568
173,tiger_shark,shark,0.59934306,0.5119209
174,tiger_shark,shark,0.27167952,1.303132
175,tiger_shark,shark,0.009107115,4.6986995
176,tiger_shark,shark,0.7184571,0.33064938
177,tiger_shark,shark,0.6508513,0.42947388
178,tiger_shark,shark,0.9492481,0.052084923
179,tiger_shark,shark,0.45374313,0.7902241
180,tiger_shark,shark,0.9407965,0.06102848
181,tiger_shark,shark,0.6680985,0.40331936
182,tiger_shark,shark,0.914684,0.08917618
183,tiger_shark,shark,0.8638688,0.14633465
184,tiger_shark,shark,0.9187436,0.08474827
185,tiger_shark,shark,0.919836,0.08355999
186,tiger_shark,shark,0.20239793,1.5975199
187,tiger_shark,shark,0.07913018,2.5366611
188,tiger_shark,shark,0.20750229,1.5726128
189,tiger_shark,shark,0.9129954,0.0910244
190,tiger_shark,shark,0.2880733,1.2445402
191,tiger_shark,shark,0.22575374,1.4883108
192,tiger_shark,shark,0.7571647,0.2781744
193,tiger_shark,shark,0.63735193,0.45043373
194,tiger_shark,shark,0.31850678,1.1441116
195,tiger_shark,shark,0.063332774,2.7593527
196,tiger_shark,shark,0.20380121,1.59061
197,tiger_shark,shark,0.07049679,2.6521878
198,tiger_shark,shark,0.8761037,0.13227081
199,tiger_shark,shark,0.51209867,0.6692381
200,hammerhead,shark,0.05666264,2.8706403
201,hammerhead,shark,0.91275805,0.09128475
202,hammerhead,shark,0.8432822,0.17045403
203,hammerhead,shark,0.42580625,0.8537712
204,hammerhead,shark,0.43114203,0.84131813
205,hammerhead,shark,0.71501374,0.33545303
206,hammerhead,shark,0.38602275,0.9518595
207,hammerhead,shark,0.89242697,0.11381054
208,hammerhead,shark,0.0048286524,5.3331876
209,hammerhead,shark,0.9770563,0.023210526
210,hammerhead,shark,0.22598656,1.4872794
211,hammerhead,shark,0.8708309,0.13830757
212,hammerhead,shark,0.89511913,0.110798836
213,hammerhead,shark,0.93159604,0.070856094
214,hammerhead,shark,0.78885454,0.23717308
215,hammerhead,shark,0.8981582,0.10740948
216,hammerhead,shark,0.8034836,0.21879864
217,hammerhead,shark,0.0017566364,6.344354
218,hammerhead,shark,0.59573436,0.51796055
219,hammerhead,shark,0.017013993,4.073719
220,hammerhead,shark,0.1564769,1.854847
221,hammerhead,shark,0.5249697,0.6444149
222,hammerhead,shark,0.81166685,0.2086649
223,hammerhead,shark,0.7653196,0.26746178
224,hammerhead,shark,0.82202095,0.19598961
225,hammerhead,shark,0.13977489,1.9677219
226,hammerhead,shark,0.9212244,0.08205128
227,hammerhead,shark,0.8747725,0.13379192
228,hammerhead,shark,0.85179377,0.16041088
229,hammerhead,shark,0.884252,0.1230135
230,hammerhead,shark,0.9292104,0.07341957
231,hammerhead,shark,0.7286035,0.3166256
232,hammerhead,shark,0.63038975,0.4614172
233,hammerhead,shark,0.9801498,0.020050049
234,hammerhead,shark,0.121717125,2.1060553
235,hammerhead,shark,0.067382075,2.6973763
236,hammerhead,shark,0.8322005,0.18368149
237,hammerhead,shark,0.004769374,5.3455405
238,hammerhead,shark,0.6463189,0.4364624
239,hammerhead,shark,0.5263858,0.6417208
240,hammerhead,shark,0.12539554,2.076282
241,hammerhead,shark,0.37499136,0.9808521
242,hammerhead,shark,0.9068491,0.097779274
243,hammerhead,shark,0.9465641,0.05491638
244,hammerhead,shark,0.93429834,0.067959785
245,hammerhead,shark,0.41372177,0.8825617
246,hammerhead,shark,0.769222,0.26237583
247,hammerhead,shark,0.44464007,0.81049013
248,hammerhead,shark,0.88292086,0.12451935
249,hammerhead,shark,0.6883799,0.37341404
250,electric_ray,fish,0.074469484,2.5973659
251,electric_ray,fish,0.94013214,0.061735153
252,electric_ray,fish,0.15626095,1.8562279
253,electric_ray,fish,0.3872778,0.94861317
254,electric_ray,fish,0.6105381,0.49341488
255,electric_ray,fish,0.90572387,0.09902096
256,electric_ray,fish,0.540148,0.61591244
257,electric_ray,fish,0.9966781,0.0033273697
258,electric_ray,fish,0.9597729,0.04105854
259,electric_ray,fish,0.95625746,0.04472828
260,electric_ray,fish,0.6182488,0.48086452
261,electric_ray,fish,0.59586716,0.5177374
262,electric_ray,fish,0.00014774228,8.820041
263,electric_ray,fish,0.13904643,1.9729476
264,electric_ray,fish,0.001707294,6.3728456
265,electric_ray,fish,0.9824118,0.017745018
266,electric_ray,fish,0.699528,0.3573494
267,electric_ray,fish,0.34211904,1.0725965
268,electric_ray,fish,0.1624635,1.8173018
269,electric_ray,fish,0.79665333,0.22733593
270,electric_ray,fish,0.9099452,0.09437084
271,electric_ray,fish,0.17912602,1.7196655
272,electric_ray,fish,0.98409677,0.016031265
273,electric_ray,fish,0.004233085,5.4648237
274,electric_ray,fish,0.3145151,1.156723
275,electric_ray,fish,0.34662977,1.0594978
276,electric_ray,fish,0.56766635,0.56622124
277,electric_ray,fish,0.9987538,0.001247406
278,electric_ray,fish,0.0044404618,5.416997
279,electric_ray,fish,0.9365919,0.06550789
280,electric_ray,fish,0.6014248,0.50845337
281,electric_ray,fish,0.67398894,0.39454174
282,electric_ray,fish,0.70634073,0.3476572
283,electric_ray,fish,0.014333465,4.245158
284,electric_ray,fish,0.99759406,0.0024089813
285,electric_ray,fish,0.9739214,0.026424408
286,electric_ray,fish,0.9790822,0.021140099
287,electric_ray,fish,0.87857777,0.1294508
288,electric_ray,fish,0.9321858,0.070222855
289,electric_ray,fish,0.07357497,2.6094503
290,electric_ray,fish,0.8021402,0.22047234
291,electric_ray,fish,0.09429325,2.3613458
292,electric_ray,fish,0.42105296,0.8649969
293,electric_ray,fish,0.013219726,4.3260455
294,electric_ray,fish,0.0016357668,6.415643
295,electric_ray,fish,0.9094787,0.09488392
296,electric_ray,fish,0.36164176,1.0171013
297,electric_ray,fish,0.75321925,0.28339863
298,electric_ray,fish,0.8040682,0.21807098
299,electric_ray,fish,0.29589373,1.2177548
300,stingray,fish,0.8323948,0.18344879
301,stingray,fish,0.41279253,0.88481045
302,stingray,fish,0.9129093,0.09111881
303,stingray,fish,0.5566626,0.58579636
304,stingray,fish,0.36629054,1.0043287
305,stingray,fish,0.44091505,0.81890345
306,stingray,fish,0.21092854,1.5562358
307,stingray,fish,0.6928018,0.36701107
308,stingray,fish,0.7378975,0.3039503
309,stingray,fish,0.026497334,3.6307116
310,stingray,fish,0.9773457,0.022914886
311,stingray,fish,0.4759955,0.74234676
312,stingray,fish,0.08260691,2.4936624
313,stingray,fish,0.878757,0.12924671
314,stingray,fish,0.7440489,0.29564857
315,stingray,fish,0.13261208,2.0203276
316,stingray,fish,0.4832246,0.72727394
317,stingray,fish,0.91013443,0.09416294
318,stingray,fish,0.8262534,0.19085407
319,stingray,fish,0.90928036,0.09510136
320,stingray,fish,0.2586144,1.352417
321,stingray,fish,0.82367754,0.1939764
322,stingray,fish,0.083158344,2.487009
323,stingray,fish,0.5788097,0.54678154
324,stingray,fish,0.16027935,1.8308372
325,stingray,fish,0.89278084,0.11341381
326,stingray,fish,0.7862928,0.24042511
327,stingray,fish,0.88028896,0.1275053
328,stingray,fish,0.6249014,0.47016144
329,stingray,fish,0.1065158,2.2394614
330,stingray,fish,0.5747992,0.5537348
331,stingray,fish,0.90603495,0.09867668
332,stingray,fish,0.5478318,0.6017866
333,stingray,fish,0.026874648,3.616572
334,stingray,fish,0.39685765,0.92417717
335,stingray,fish,0.97419816,0.026140213
336,stingray,fish,0.81728697,0.20176506
337,stingray,fish,0.9293775,0.07324028
338,stingray,fish,0.24428785,1.4094076
339,stingray,fish,0.47027558,0.7544365
340,stingray,fish,0.81582534,0.2035551
341,stingray,fish,0.0008986212,7.0146494
342,stingray,fish,0.52557564,0.64326096
343,stingray,fish,0.5983404,0.5135956
344,stingray,fish,0.09212296,2.3846312
345,stingray,fish,0.00040093873,7.8217015
346,stingray,fish,0.5691832,0.56355286
347,stingray,fish,0.32702094,1.1177311
348,stingray,fish,0.39530316,0.9281025
349,stingray,fish,0.95268506,0.048470497
350,cock,bird,0.12428608,2.0851688
351,cock,bird,0.32691693,1.1180496
352,cock,bird,0.6279592,0.46528053
353,cock,bird,0.86995167,0.13931751
354,cock,bird,0.0021089287,6.161575
355,cock,bird,0.69091654,0.36973667
356,cock,bird,0.48406246,0.7255411
357,cock,bird,0.89265925,0.113550186
358,cock,bird,0.38990036,0.941864
359,cock,bird,0.19401865,1.639801
360,cock,bird,0.4540695,0.789505
361,cock,bird,0.37929207,0.96944904
362,cock,bird,0.0007965642,7.135203
363,cock,bird,0.11459969,2.1663103
364,cock,bird,0.90939415,0.094976425
365,cock,bird,0.017224398,4.0614285
366,cock,bird,0.9665832,0.033988
367,cock,bird,0.27133536,1.3043995
368,cock,bird,0.0027652122,5.8906374
369,cock,bird,0.2864242,1.2502813
370,cock,bird,0.6342184,0.45536232
371,cock,bird,0.36180025,1.0166626
372,cock,bird,0.89357686,0.11252308
373,cock,bird,0.9685545,0.03195095
374,cock,bird,0.7939805,0.23069668
375,cock,bird,0.35911468,1.0241137
376,cock,bird,0.30691823,1.1811743
377,cock,bird,0.94979095,0.051513672
378,cock,bird,0.37199467,0.9888754
379,cock,bird,0.4771946,0.739831
380,cock,bird,0.9696176,0.030853271
381,cock,bird,0.9161977,0.08752346
382,cock,bird,0.8997443,0.10564518
383,cock,bird,0.00956829,4.6493006
384,cock,bird,0.030410895,3.4929547
385,cock,bird,0.58650494,0.5335741
386,cock,bird,0.58023536,0.54432106
387,cock,bird,0.56544995,0.5701332
388,cock,bird,0.83430547,0.1811552
389,cock,bird,0.22026792,1.5129108
390,cock,bird,0.81582564,0.2035551
391,cock,bird,0.97635,0.023934364
392,cock,bird,0.6549144,0.42325115
393,cock,bird,0.02875569,3.5489197
394,cock,bird,0.7777008,0.25141335
395,cock,bird,0.9186398,0.0848608
396,cock,bird,0.0025008284,5.9911327
397,cock,bird,0.93235546,0.0700407
398,cock,bird,0.07121942,2.6419897
399,cock,bird,0.8493617,0.16327
400,hen,bird,0.91351545,0.090455055
401,hen,bird,0.93708825,0.064977646
402,hen,bird,0.34520054,1.0636301
403,hen,bird,0.0025190292,5.983881
404,hen,bird,0.3207784,1.1370049
405,hen,bird,0.9435839,0.058070183
406,hen,bird,0.9722435,0.028148651
407,hen,bird,0.63177323,0.4592247
408,hen,bird,0.93452483,0.06771755
409,hen,bird,0.79149383,0.23383331
410,hen,bird,0.9531872,0.04794407
411,hen,bird,0.54546624,0.6061144
412,hen,bird,0.9493345,0.051994324
413,hen,bird,0.9316669,0.0707798
414,hen,bird,0.808416,0.21267891
415,hen,bird,0.46203676,0.77211094
416,hen,bird,0.18623893,1.6807246
417,hen,bird,0.8321593,0.18373108
418,hen,bird,0.09781739,2.3246527
419,hen,bird,0.0060625053,5.105632
420,hen,bird,0.43065605,0.8424454
421,hen,bird,0.84137464,0.17271805
422,hen,bird,0.98358536,0.016551018
423,hen,bird,0.09565088,2.3470507
424,hen,bird,0.4651502,0.76539516
425,hen,bird,0.7186794,0.33033943
426,hen,bird,0.82087845,0.19738007
427,hen,bird,0.30679935,1.1815615
428,hen,bird,0.87348914,0.13525963
429,hen,bird,0.7902282,0.23543358
430,hen,bird,0.5940292,0.5208273
431,hen,bird,0.070070066,2.6582594
432,hen,bird,0.75612843,0.27954388
433,hen,bird,0.75474393,0.28137684
434,hen,bird,0.107005216,2.2348776
435,hen,bird,0.90857905,0.09587383
436,hen,bird,0.8313801,0.18466854
437,hen,bird,0.8352736,0.17999554
438,hen,bird,0.86519694,0.14479828
439,hen,bird,0.59985656,0.5110645
440,hen,bird,0.69857836,0.35870743
441,hen,bird,0.6375484,0.45012474
442,hen,bird,0.92842615,0.07426453
443,hen,bird,0.19228466,1.6487789
444,hen,bird,0.83397204,0.18155575
445,hen,bird,0.9188825,0.084596634
446,hen,bird,0.9604153,0.04038906
447,hen,bird,0.9014637,0.103735924
448,hen,bird,0.96510357,0.0355196
449,hen,bird,0.8359204,0.1792221
450,ostrich,bird,0.99928826,0.00071144104
451,ostrich,bird,0.99023694,0.009811401
452,ostrich,bird,0.9971554,0.0028486252
453,ostrich,bird,0.9898925,0.010158539
454,ostrich,bird,0.9961403,0.0038671494
455,ostrich,bird,0.95850945,0.042375565
456,ostrich,bird,0.9120944,0.09201145
457,ostrich,bird,0.9029266,0.102113724
458,ostrich,bird,0.58465093,0.5367403
459,ostrich,bird,0.9702968,0.030153275
460,ostrich,bird,0.98888445,0.011178017
461,ostrich,bird,0.947214,0.054229736
462,ostrich,bird,0.99243575,0.007593155
463,ostrich,bird,0.9759202,0.024374008
464,ostrich,bird,0.9939382,0.0060806274
465,ostrich,bird,0.92576444,0.077135086
466,ostrich,bird,0.95780766,0.043107986
467,ostrich,bird,0.99016845,0.009880066
468,ostrich,bird,0.9833935,0.016745567
469,ostrich,bird,0.96844864,0.03205967
470,ostrich,bird,0.92626256,0.076597214
471,ostrich,bird,0.98039836,0.019796371
472,ostrich,bird,0.91172177,0.09242058
473,ostrich,bird,0.21200095,1.5511642
474,ostrich,bird,0.99254405,0.0074834824
475,ostrich,bird,0.96516746,0.035453796
476,ostrich,bird,0.9883754,0.011693001
477,ostrich,bird,0.99210256,0.007928848
478,ostrich,bird,0.7286914,0.31650448
479,ostrich,bird,0.9703076,0.03014183
480,ostrich,bird,0.034459367,3.3679743
481,ostrich,bird,0.97604704,0.024244308
482,ostrich,bird,0.9275985,0.07515621
483,ostrich,bird,0.98653966,0.013551712
484,ostrich,bird,0.9891227,0.010936737
485,ostrich,bird,0.37640366,0.97709274
486,ostrich,bird,0.99438053,0.0056352615
487,ostrich,bird,0.44756177,0.8039408
488,ostrich,bird,0.9704146,0.030032158
489,ostrich,bird,0.98626256,0.013833046
490,ostrich,bird,0.4129128,0.8845186
491,ostrich,bird,0.6818249,0.38298225
492,ostrich,bird,0.98787236,0.012201309
493,ostrich,bird,0.8024833,0.22004414
494,ostrich,bird,0.99793303,0.0020694733
495,ostrich,bird,0.89633775,0.10943794
496,ostrich,bird,0.9885954,0.011469841
497,ostrich,bird,0.992747,0.007279396
498,ostrich,bird,0.6979743,0.35957336
499,ostrich,bird,0.8649528,0.14508057
500,brambling,bird,0.5639645,0.5727644
501,brambling,bird,0.9882582,0.011811256
502,brambling,bird,0.9639791,0.036685944
503,brambling,bird,0.98843294,0.011634827
504,brambling,bird,0.95081544,0.050435066
505,brambling,bird,0.9748028,0.025520325
506,brambling,bird,0.1012691,2.2899742
507,brambling,bird,0.92103386,0.082258224
508,brambling,bird,0.88814807,0.11861706
509,brambling,bird,0.9213917,0.08187008
510,brambling,bird,0.9557554,0.0452528
511,brambling,bird,0.99792683,0.0020751953
512,brambling,bird,0.41305175,0.884182
513,brambling,bird,0.6936247,0.3658247
514,brambling,bird,0.07420553,2.6009164
515,brambling,bird,0.9103362,0.09394169
516,brambling,bird,0.8688377,0.14059925
517,brambling,bird,0.97097653,0.029453278
518,brambling,bird,0.97996867,0.020235062
519,brambling,bird,0.9718257,0.028578758
520,brambling,bird,0.09456308,2.3584876
521,brambling,bird,0.02660262,3.6267462
522,brambling,bird,0.9416368,0.06013584
523,brambling,bird,0.9913148,0.008723259
524,brambling,bird,0.9780092,0.02223587
525,brambling,bird,0.5433497,0.61000204
526,brambling,bird,0.79447055,0.23007965
527,brambling,bird,0.8987341,0.106767654
528,brambling,bird,0.69827247,0.35914612
529,brambling,bird,0.9036417,0.101322174
530,brambling,bird,0.9911566,0.008882523
531,brambling,bird,0.9563329,0.044649124
532,brambling,bird,0.9182004,0.085339546
533,brambling,bird,0.9551332,0.04590416
534,brambling,bird,0.05254563,2.9460735
535,brambling,bird,0.5799762,0.54476833
536,brambling,bird,0.98609275,0.014004707
537,brambling,bird,0.93203014,0.07038975
538,brambling,bird,0.17797516,1.7261109
539,brambling,bird,0.8419042,0.17208862
540,brambling,bird,0.7154689,0.33481693
541,brambling,bird,0.86305845,0.14727306
542,brambling,bird,0.8958275,0.110007286
543,brambling,bird,0.9572102,0.043732643
544,brambling,bird,0.044566564,3.1107717
545,brambling,bird,0.9894456,0.01061058
546,brambling,bird,0.044815443,3.1052027
547,brambling,bird,0.70869744,0.34432697
548,brambling,bird,0.9478316,0.053578377
549,brambling,bird,0.9391299,0.06280136
550,goldfinch,bird,0.94664514,0.05483055
551,goldfinch,bird,0.99267733,0.0073490143
552,goldfinch,bird,0.5994235,0.51178646
553,goldfinch,bird,0.23834683,1.4340286
554,goldfinch,bird,0.68868744,0.37296772
555,goldfinch,bird,0.95976233,0.041069984
556,goldfinch,bird,0.6124157,0.49034405
557,goldfinch,bird,0.97467357,0.025652885
558,goldfinch,bird,0.96403205,0.03663063
559,goldfinch,bird,0.9560175,0.044979095
560,goldfinch,bird,0.6852564,0.3779621
561,goldfinch,bird,0.47154784,0.75173473
562,goldfinch,bird,0.17223956,1.7588687
563,goldfinch,bird,0.9947706,0.0052433014
564,goldfinch,bird,0.6193545,0.47907734
565,goldfinch,bird,0.9403111,0.06154442
566,goldfinch,bird,0.80811554,0.21304989
567,goldfinch,bird,0.9366303,0.06546688
568,goldfinch,bird,0.99543285,0.0045776367
569,goldfinch,bird,0.7751218,0.254735
570,goldfinch,bird,0.9166706,0.08700657
571,goldfinch,bird,0.9545793,0.046484947
572,goldfinch,bird,0.49678946,0.6995888
573,goldfinch,bird,0.963254,0.037438393
574,goldfinch,bird,0.9708708,0.029561996
575,goldfinch,bird,0.97619027,0.024097443
576,goldfinch,bird,0.5699313,0.56223965
577,goldfinch,bird,0.5485949,0.6003952
578,goldfinch,bird,0.4262151,0.85281086
579,goldfinch,bird,0.3317183,1.1034689
580,goldfinch,bird,0.2398056,1.427927
581,goldfinch,bird,0.44691977,0.80537605
582,goldfinch,bird,0.9718446,0.028559685
583,goldfinch,bird,0.89115655,0.11523533
584,goldfinch,bird,0.02102901,3.8618522
585,goldfinch,bird,0.88497126,0.12220001
586,goldfinch,bird,0.99479455,0.0052194595
587,goldfinch,bird,0.4670243,0.7613735
588,goldfinch,bird,0.08290586,2.4900498
589,goldfinch,bird,0.9070359,0.09757328
590,goldfinch,bird,0.7560915,0.2795925
591,goldfinch,bird,0.9954699,0.0045404434
592,goldfinch,bird,0.14555976,1.9271684
593,goldfinch,bird,0.96399355,0.036670685
594,goldfinch,bird,0.867398,0.14225769
595,goldfinch,bird,0.08286427,2.4905515
596,goldfinch,bird,0.967725,0.03280735
597,goldfinch,bird,0.9551583,0.04587841
598,goldfinch,bird,0.77936876,0.2492714
599,goldfinch,bird,0.9582676,0.04262829
600,house_finch,bird,0.10953615,2.2115011
601,house_finch,bird,0.60125875,0.50872993
602,house_finch,bird,0.97501975,0.025297165
603,house_finch,bird,0.9753288,0.024980545
604,house_finch,bird,0.84990466,0.16263103
605,house_finch,bird,0.7875823,0.23878765
606,house_finch,bird,0.9299907,0.07258034
607,house_finch,bird,0.93831044,0.06367397
608,house_finch,bird,0.7229555,0.32440758
609,house_finch,bird,0.8904481,0.11603069
610,house_finch,bird,0.12967435,2.0427284
611,house_finch,bird,0.99692184,0.003083229
612,house_finch,bird,0.9859015,0.014199257
613,house_finch,bird,0.97245646,0.02793026
614,house_finch,bird,0.7302703,0.3143406
615,house_finch,bird,0.4113079,0.88841295
616,house_finch,bird,0.06847115,2.6813426
617,house_finch,bird,0.99335164,0.006670952
618,house_finch,bird,0.15981518,1.8337369
619,house_finch,bird,0.98576236,0.014340401
620,house_finch,bird,0.9948775,0.005135536
621,house_finch,bird,0.9535913,0.047519684
622,house_finch,bird,0.9662488,0.034334183
623,house_finch,bird,0.9773901,0.02286911
624,house_finch,bird,0.9351616,0.067035675
625,house_finch,bird,0.9234047,0.07968807
626,house_finch,bird,0.98183686,0.018330574
627,house_finch,bird,0.72911525,0.3159237
628,house_finch,bird,0.9865841,0.013506889
629,house_finch,bird,0.97345984,0.026898384
630,house_finch,bird,0.9761422,0.024147034
631,house_finch,bird,0.9935901,0.006430626
632,house_finch,bird,0.06754766,2.6949215
633,house_finch,bird,0.97792643,0.022320747
634,house_finch,bird,0.9373445,0.06470394
635,house_finch,bird,0.57284284,0.55714417
636,house_finch,bird,0.9505105,0.050756454
637,house_finch,bird,0.95816934,0.04273033
638,house_finch,bird,0.70846593,0.34465313
